教师,期刊/会议,类型,论文数,总引用
郑新,Applied Mechanics and Materials,journal,1,6
郑新,Advanced materials research,journal,1,4
郑新,Beijing Youdian Xueyuan xuebao,journal,1,0
郑新,Journal of Xi'an University of Arts and Science,journal,1,0
郑新,Journal of Circuits Systems and Computers,journal,1,0
郑新,International Journal of Digital Earth,journal,1,42
郑新,Microelectronics & Computer,journal,1,0
郑新,Journal of Computer Science and Technology,journal,1,5
郑新,The Visual Computer,journal,1,8
郭宇,IEEE Transactions on Information Forensics and Security,journal,8,135
郭宇,IEEE Transactions on Services Computing,journal,5,233
郭宇,Lecture notes in computer science,book series,4,26
郭宇,IEEE Internet of Things Journal,journal,4,74
郭宇,IEEE Transactions on Dependable and Secure Computing,journal,3,288
郭宇,IEEE Transactions on Computers,journal,3,29
郭宇,IEEE Transactions on Parallel and Distributed Systems,journal,3,112
郭宇,Symmetry,journal,2,8
郭宇,Mathematics,journal,2,30
郭宇,EURASIP Journal on Wireless Communications and Networking,journal,2,30
郭宇,Research Square,repository,2,1
郭宇,Electronics,journal,1,2
郭宇,Communications in computer and information science,book series,1,0
郭宇,SSRN Electronic Journal,repository,1,0
郭宇,IEEE Transactions on Knowledge and Data Engineering,journal,1,12
郭宇,GLOBECOM 2022 - 2022 IEEE Global Communications Conference,conference,1,6
郭宇,IEEE Transactions on Cloud Computing,journal,1,13
郭宇,Journal of Social Science and Humanities,journal,1,1
郭宇,High-Confidence Computing,journal,1,5
郭宇,Communication in Statistics- Theory and Methods,journal,1,0
郭宇,IEEE Access,journal,1,7
郭宇,"Lecture notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",journal,1,2
郭宇,International Journal of Future Generation Communication and Networking,journal,1,0
郭宇,Journal of Computers,journal,1,0
郭宇,Applied Mathematics & Information Sciences,journal,1,5
郭宇,International Journal of Advancements in Computing Technology,journal,1,4
郭宇,Journal of Labelled Compounds and Radiopharmaceuticals,journal,1,23
郭宇,Hospital Administration J Chinese Pla,journal,1,0
郭小娟,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal,9,13
郭小娟,PubMed,repository,4,49
郭小娟,Journal of Magnetic Resonance Imaging,journal,3,33
郭小娟,Frontiers in Aging Neuroscience,journal,3,99
郭小娟,Journal of Alzheimer s Disease,journal,3,152
郭小娟,PLoS ONE,journal,3,91
郭小娟,IEEE Journal of Biomedical and Health Informatics,journal,2,40
郭小娟,Food & Function,journal,2,59
郭小娟,Medicine,journal,2,34
郭小娟,BioMed Research International,journal,2,199
郭小娟,Frontiers in Computational Neuroscience,journal,2,26
郭小娟,Neuroscience Letters,journal,2,185
郭小娟,Journal of Epidemiology,journal,2,61
郭小娟,Lecture notes in computer science,book series,1,0
郭小娟,ERJ Open Research,journal,1,1
郭小娟,SSRN Electronic Journal,repository,1,0
郭小娟,Electronics,journal,1,1
郭小娟,Energy,journal,1,3
郭小娟,Journal of Neural Engineering,journal,1,3
郭小娟,Case Studies in Thermal Engineering,journal,1,11
郭小娟,Biomedical Signal Processing and Control,journal,1,1
郭小娟,World Journal of Clinical Cases,journal,1,5
郭小娟,BMC Neurology,journal,1,3
郭小娟,Frontiers in Neuroscience,journal,1,1
郭小娟,Statistics in Medicine,journal,1,5
郭小娟,Journal of Physics Conference Series,journal,1,0
郭小娟,IEEE/ACM Transactions on Computational Biology and Bioinformatics,journal,1,19
郭小娟,Research Square,repository,1,2
郭小娟,European Journal of Public Health,journal,1,36
郭小娟,Journal of Renal Nutrition,journal,1,25
郭小娟,Research Square (Research Square),repository,1,0
郭小娟,Diabetes Therapy,journal,1,38
郭小娟,Frontiers in Genetics,journal,1,45
郭小娟,Frontiers in Neurology,journal,1,100
郭小娟,IEEE Access,journal,1,10
郭小娟,Journal of Agricultural and Food Chemistry,journal,1,30
郭小娟,Journal of Neuroscience Methods,journal,1,4
郭小娟,Environment International,journal,1,51
郭小娟,Neurodegenerative Diseases,journal,1,13
郭小娟,Oncotarget,journal,1,22
郭小娟,Alzheimer s & Dementia,journal,1,0
郭小娟,Frontiers in Human Neuroscience,journal,1,81
郭小娟,Pakistan Journal of Botany,journal,1,2
郭小娟,Toxicological Sciences,journal,1,28
郭小娟,Shijie Zhongyiyao,journal,1,0
郭小娟,Neuroscience,journal,1,36
郭小娟,Neuropsychiatric Disease and Treatment,journal,1,20
郭小娟,Journal of Affective Disorders,journal,1,81
郭小娟,American Journal of Alzheimer s Disease & Other Dementias®,journal,1,13
郭小娟,Neuroscience and Biomedical Engineering,journal,1,0
郭小娟,Neuropsychologia,journal,1,21
郭小娟,Hypertension Research,journal,1,57
郭小娟,Journal of Hazardous Materials,journal,1,38
郭小娟,Chemosphere,journal,1,20
郭小娟,Journal of Software,journal,1,0
郭小娟,Nursing Practice and Research,journal,1,0
郭小娟,China Environmental Science,journal,1,1
郭小娟,European Journal of Radiology,journal,1,16
郭小娟,Neuroreport,journal,1,30
郭小娟,International Journal of Environmental Research and Public Health,journal,1,20
郭小娟,Geochemistry,journal,1,0
郭小娟,Journal of Exposure Science & Environmental Epidemiology,journal,1,60
郭小娟,Social Science & Medicine,journal,1,46
郭建伟,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2,0
钟方威,arXiv (Cornell University),repository,20,117
钟方威,ArXiv.org,repository,9,0
钟方威,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,3,235
钟方威,Rare & Special e-Zone (The Hong Kong University of Science and Technology),repository,3,48
钟方威,Lecture notes in computer science,book series,2,2
钟方威,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2,56
钟方威,Lecture notes on data engineering and communications technologies,book series,2,0
钟方威,Machine Learning,journal,1,1
钟方威,Neural Networks,journal,1,8
钟方威,IEEE Robotics and Automation Letters,journal,1,9
钟方威,Communications in computer and information science,book series,1,3
钟方威,SSRN Electronic Journal,repository,1,2
钟方威,Journal of Physics Conference Series,journal,1,6
钟瑶瑶,arXiv (Cornell University),repository,9,59
钟瑶瑶,SSRN Electronic Journal,repository,3,2
钟瑶瑶,Lecture notes in computer science,book series,2,51
钟瑶瑶,ArXiv.org,repository,1,0
钟瑶瑶,Cell investigation.,journal,1,2
钟瑶瑶,Drug Resistance Updates,journal,1,3
钟瑶瑶,Proceedings of the AAAI Conference on Artificial Intelligence,conference,1,1
钟瑶瑶,Advanced Science,journal,1,3
钟瑶瑶,Applied Bionics and Biomechanics,journal,1,1
钟瑶瑶,IEEE Transactions on Information Forensics and Security,journal,1,4
钟瑶瑶,Pattern Recognition,journal,1,10
钟瑶瑶,Frontiers in Neuroscience,journal,1,3
钟瑶瑶,Frontiers in Psychology,journal,1,0
钟瑶瑶,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,1,35
钟瑶瑶,2021 16th IEEE International Conference on Automatic Face and Gesture Recognition (FG 2021),conference,1,0
钟瑶瑶,IEEE Transactions on Multimedia,journal,1,24
钟瑶瑶,2021 IEEE/CVF International Conference on Computer Vision (ICCV),conference,1,12
钟瑶瑶,IEEE Transactions on Image Processing,journal,1,124
钟瑶瑶,Food & Function,journal,1,42
钟瑶瑶,IEEE Access,journal,1,40
钟瑶瑶,CogPrints (University of Southampton),repository,1,0
骆岩林,Frontiers in Oncology,journal,4,26
骆岩林,Journal of Clinical Oncology,journal,3,1
骆岩林,Zhongguo Shenjing Jingshen Jibing Zazhi,journal,3,0
骆岩林,Scientific Reports,journal,2,18
骆岩林,Frontiers in Human Neuroscience,journal,2,19
骆岩林,PubMed,repository,2,3
骆岩林,Zhonghua xingwei yixue yu naokexue zazhi,journal,2,0
骆岩林,Laboratory Medicine,journal,2,2
骆岩林,Journal of Economic Entomology,journal,1,0
骆岩林,Journalism and Communication Science Bulletin,journal,1,0
骆岩林,Chinese Medical Journal,journal,1,1
骆岩林,Applied Sciences,journal,1,4
骆岩林,Soil Mechanics and Foundation Engineering,journal,1,2
骆岩林,Gaming media and social effects,book series,1,0
骆岩林,British Journal of Hospital Medicine,journal,1,10
骆岩林,APOPTOSIS,journal,1,17
骆岩林,Journal of Computer-Aided Design & Computer Graphics,journal,1,0
骆岩林,Acta Pharmaceutica Sinica B,journal,1,70
骆岩林,Neuroscience Bulletin,journal,1,14
骆岩林,Brain Research Bulletin,journal,1,5
骆岩林,Oncogene,journal,1,47
骆岩林,Frontiers in Neuroscience,journal,1,4
骆岩林,Journal of Cellular Physiology,journal,1,4
骆岩林,Journal of Diabetes Research,journal,1,17
骆岩林,Journal of Thoracic Oncology,journal,1,0
骆岩林,Journal of Cellular and Molecular Medicine,journal,1,31
骆岩林,Journal of Surgical Oncology,journal,1,5
骆岩林,Journal of Gynecologic Oncology,journal,1,65
骆岩林,Medicine,journal,1,52
骆岩林,PLoS ONE,journal,1,49
骆岩林,Gaodeng xuexiao huaxue xuebao,journal,1,0
骆岩林,Zhongguo Tengtong Yixue Zazhi,journal,1,0
骆岩林,Neurochemical Research,journal,1,9
骆岩林,Brain Research,journal,1,69
骆岩林,Zhonghua wuli yixue zazhi,journal,1,0
骆岩林,Journal of Computer Applications,journal,1,1
骆岩林,Construction Mechanization,journal,1,0
骆岩林,Acta Simulata Systematica Sinica,journal,1,0
骆岩林,Perceptual and Motor Skills,journal,1,7
骆岩林,Molecular Biology of the Cell,journal,1,8
骆岩林,Proceedings of the National Academy of Sciences,journal,1,16
高建花,Journal of Zhejiang Sci-Tech University,journal,5,1
高建花,ACM Transactions on Architecture and Code Optimization,journal,4,11
高建花,Chemistry & Biodiversity,journal,3,43
高建花,Lecture notes in computer science,book series,2,1
高建花,PubMed,repository,2,0
高建花,Carbon,journal,2,153
高建花,Journal of Materials Science,journal,2,13
高建花,ChemInform,journal,2,0
高建花,South China Journal of Seismology,journal,2,0
高建花,Journal of the European Ceramic Society,journal,2,50
高建花,Ionics,journal,1,0
高建花,ArXiv.org,repository,1,0
高建花,Research Square,repository,1,0
高建花,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,journal,1,0
高建花,CCF Transactions on High Performance Computing,journal,1,2
高建花,The International Journal of High Performance Computing Applications,journal,1,0
高建花,Journal of Parallel and Distributed Computing,journal,1,6
高建花,ACM Computing Surveys,journal,1,71
高建花,Frontiers in Plant Science,journal,1,20
高建花,SPWLA 63rd Annual Symposium Transactions,conference,1,1
高建花,IEEE Transactions on Parallel and Distributed Systems,journal,1,12
高建花,2021 3rd International Academic Exchange Conference on Science and Technology Innovation (IAECST),conference,1,2
高建花,Future Generation Computer Systems,journal,1,10
高建花,IOP Conference Series Materials Science and Engineering,conference,1,1
高建花,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),repository,1,19
高建花,IEEE Access,journal,1,30
高建花,Information Sciences,journal,1,19
高建花,Plant and Soil,journal,1,29
高建花,Acta Pratacultural Science,journal,1,2
高建花,Ecology and Evolution,journal,1,19
高建花,&#35745;&#31639;&#26426;&#31185;&#23398;,journal,1,0
高建花,International Wound Journal,journal,1,40
高建花,Biochemical Systematics and Ecology,journal,1,20
高建花,Journal of Computer Science and Technology,journal,1,1
高建花,Gas Turbine Technology,journal,1,0
高建花,HAL (Le Centre pour la Communication Scientifique Directe),repository,1,0
高建花,Science of Advanced Materials,journal,1,1
高建花,Machinery & Electronics,journal,1,0
高建花,Journal of Tangshan Teachers College,journal,1,0
高建花,Qiye jishu kaifa,journal,1,0
高建花,The Journal of Physical Chemistry B,journal,1,118
高建花,Advanced Functional Materials,journal,1,283
高建花,Jisuanji yingyong yanjiu,journal,1,0
高建花,Chinese Journal of Geophysics,journal,1,6
高建花,Coal Technology,journal,1,0
高建花,Jisuanji fangzhen,journal,1,1
高建花,Small,journal,1,30
高建花,Microcomputer Development,journal,1,0
高建花,Chinese Journal of Mechanical Engineering,journal,1,1
高建花,Acta Physica Sinica,journal,1,1
高建花,Journal of Nanping Teachers College,journal,1,0
高建花,International Conference on Electrical Machines and Systems,conference,1,5
高建花,Materials Letters,journal,1,25
高建花,Modular Machine Tool & Automatic Manufacturing Technique,journal,1,0
高建花,Journal of South China University of Technology,journal,1,1
高建花,Journal of the American Ceramic Society,journal,1,43
黄华,arXiv (Cornell University),repository,26,47
黄华,Lecture notes in computer science,book series,13,100
黄华,IEEE Transactions on Image Processing,journal,12,422
黄华,Neurocomputing,journal,11,112
黄华,IEEE Transactions on Circuits and Systems for Video Technology,journal,10,205
黄华,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,9,281
黄华,ArXiv.org,repository,8,1
黄华,Signal Processing Image Communication,journal,8,1309
黄华,IEEE Transactions on Visualization and Computer Graphics,journal,7,124
黄华,IEEE Transactions on Geoscience and Remote Sensing,journal,7,112
黄华,The Visual Computer,journal,7,133
黄华,IEEE Transactions on Intelligent Transportation Systems,journal,6,205
黄华,Lecture notes in electrical engineering,book series,5,14
黄华,Optics Express,journal,5,57
黄华,IEEE Transactions on Multimedia,journal,5,310
黄华,Computer Graphics Forum,journal,5,68
黄华,International Journal of Computer Vision,journal,4,20
黄华,Pattern Recognition,journal,4,279
黄华,SSRN Electronic Journal,repository,4,6
黄华,Journal of Computer Science and Technology,journal,4,18
黄华,IEEE Transactions on Neural Networks and Learning Systems,journal,3,311
黄华,IEEE Transactions on Computational Imaging,journal,3,118
黄华,2021 IEEE Sustainable Power and Energy Conference (iSPEC),conference,3,5
黄华,Information Sciences,journal,3,44
黄华,Multimedia Tools and Applications,journal,3,25
黄华,Advanced materials research,journal,3,7
黄华,PubMed,repository,3,1
黄华,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal,3,0
黄华,Signal Image and Video Processing,journal,2,5
黄华,Laser & Photonics Review,journal,2,9
黄华,IEICE Transactions on Information and Systems,journal,2,0
黄华,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2,35
黄华,Journal of Physics Conference Series,journal,2,3
黄华,Proceedings of the 30th ACM International Conference on Multimedia,conference,2,33
黄华,2022 IEEE 10th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),conference,2,0
黄华,Optics Letters,journal,2,82
黄华,IET Image Processing,journal,2,10
黄华,Mathematical Problems in Engineering,journal,2,12
黄华,Journal of Neijiang Normal University,journal,2,0
黄华,IEEE Signal Processing Letters,journal,2,54
黄华,Jisuanji gongcheng yu sheji,journal,2,3
黄华,East China Electric Power,journal,2,0
黄华,Lab on a Chip,journal,2,579
黄华,IEEE Intelligent Systems,journal,2,58
黄华,Pattern Recognition Letters,journal,2,139
黄华,Journal of Nanchang Institute of Aeronautical Technology,journal,2,1
黄华,Journal of Guangdong University of Technology,journal,2,0
黄华,Journal of Environmental Engineering,journal,1,0
黄华,International Journal of Infectious Diseases,journal,1,0
黄华,Engineering Reports,journal,1,0
黄华,Fuel Cells,journal,1,0
黄华,Machines,journal,1,0
黄华,Knowledge-Based Systems,journal,1,0
黄华,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,journal,1,0
黄华,Field Crops Research,journal,1,0
黄华,Scientific Reports,journal,1,3
黄华,Animal - science proceedings,journal,1,0
黄华,Digital Signal Processing,journal,1,0
黄华,Journal of Neuroscience,journal,1,0
黄华,High Altitude Medicine & Biology,journal,1,0
黄华,Nature Communications,journal,1,3
黄华,Resources Conservation and Recycling,journal,1,13
黄华,Light Science & Applications,journal,1,9
黄华,International journal of education and literacy studies,journal,1,0
黄华,BMC Health Services Research,journal,1,7
黄华,Resource Geology,journal,1,0
黄华,Photonics Research,journal,1,25
黄华,Journal of Intelligent Transportation Systems,journal,1,0
黄华,Informatica,journal,1,1
黄华,Scalable Computing Practice and Experience,journal,1,0
黄华,Soft Computing,journal,1,10
黄华,Journal of Rare Earths,journal,1,7
黄华,"Lecture notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",journal,1,0
黄华,International Journal of Software and Informatics,journal,1,0
黄华,IEEE Transactions on Systems Man and Cybernetics Systems,journal,1,25
黄华,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),conference,1,78
黄华,Applied Intelligence,journal,1,3
黄华,Proceedings of the VLDB Endowment,journal,1,4
黄华,IEEE Journal on Selected Areas in Communications,journal,1,9
黄华,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),conference,1,39
黄华,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),conference,1,93
黄华,Applied Soft Computing,journal,1,20
黄华,ITM Web of Conferences,journal,1,1
黄华,Advances in Higher Education,journal,1,0
黄华,Multimedia Systems,journal,1,0
黄华,IEEE Transactions on Computers,journal,1,4
黄华,IOP Conference Series Earth and Environmental Science,conference,1,1
黄华,Inverse Problems and Imaging,journal,1,5
黄华,Research Square,repository,1,0
黄华,Computer-Aided Design,journal,1,60
黄华,Journal of Industrial and Management Optimization,journal,1,1
黄华,Shipin Kexue / Food Science,journal,1,2
黄华,IEEE/ASME Transactions on Mechatronics,journal,1,21
黄华,International Journal of Mechatronics and Applied Mechanics,journal,1,0
黄华,Frontiers in Neuroscience,journal,1,19
黄华,IOP Conference Series Materials Science and Engineering,conference,1,0
黄华,Chin J Clinicians(Electronic Edition),journal,1,0
黄华,Mathematical Methods in the Applied Sciences,journal,1,2
黄华,Journal of Inverse and Ill-Posed Problems,journal,1,1
黄华,BMC Bioinformatics,journal,1,56
黄华,IET Communications,journal,1,0
黄华,BMC Systems Biology,journal,1,109
黄华,IEEE Access,journal,1,22
黄华,Journal of Materials Chemistry C,journal,1,65
黄华,Journal of Computer-Aided Design & Computer Graphics,journal,1,1
黄华,MATEC Web of Conferences,journal,1,7
黄华,AIP conference proceedings,journal,1,4
黄华,Applied Optics,journal,1,8
黄华,IEEE Transactions on Cybernetics,journal,1,15
黄华,CERN Document Server (European Organization for Nuclear Research),repository,1,2
黄华,International Journal of Refractory Metals and Hard Materials,journal,1,0
黄华,RSC Advances (Web),journal,1,0
黄华,Materials & Design,journal,1,0
黄华,International journal of industrial engineering,journal,1,1
黄华,Bulletin of Surveying and Mapping,journal,1,0
黄华,Zaosheng yu zhendong kongzhi,journal,1,0
黄华,Xitong Fangzhen Xuebao,journal,1,0
黄华,Tobacco Science & Technology,journal,1,0
黄华,IEEE Transactions on Services Computing,journal,1,20
黄华,Lecture notes in business information processing,book series,1,2
黄华,Ship Electronic Engineering,journal,1,0
黄华,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,journal,1,7
黄华,Advances in intelligent systems research/Advances in Intelligent Systems Research,book series,1,0
黄华,Modern Agricultural Science and Technology,journal,1,0
黄华,Zhongguo xinli weisheng zazhi,journal,1,2
黄华,Applied Mechanics and Materials,journal,1,1
黄华,Journal of Signal Processing Systems,journal,1,3
黄华,Optical Engineering,journal,1,2
黄华,Proceedings of the 2nd International Conference On Systems Engineering and Modeling,conference,1,0
黄华,Computer Integrated Manufacturing Systems,journal,1,0
黄华,Hedongli gongcheng,journal,1,0
黄华,Journal of Henan Institute of Engineering,journal,1,0
黄华,Journal of Taizhou Polytechnic College,journal,1,0
黄华,ACM Transactions on Graphics,journal,1,48
黄华,Science China Information Sciences,journal,1,1
黄华,Zhongguo gaodeng yixue jiaoyu,journal,1,0
黄华,Northern Horticulture,journal,1,0
黄华,Hubei Sports Science,journal,1,0
黄华,Jisuanji gongcheng,journal,1,4
黄华,Xinxi wangluo anquan,journal,1,0
黄华,Xi'an Jiaotong Daxue xuebao,journal,1,0
黄华,Journal of Optoelectronics·laser,journal,1,1
黄华,Huanjing jiance guanli yu jishu,journal,1,0
黄华,Journal of Modern Optics,journal,1,6
黄华,IEEE Transactions on Neural Networks,journal,1,125
黄华,Computer Animation and Virtual Worlds,journal,1,1
黄华,Computers & Graphics,journal,1,28
黄华,Journal of Beijing Institute of Technology,journal,1,0
黄华,Journal of Jiangxi Normal University,journal,1,0
黄华,Shanxi Library Journal,journal,1,0
黄华,Computer Engineering and Applications Journal,journal,1,3
黄华,Water Resources Protection,journal,1,0
黄华,Journal of Hubei University,journal,1,0
黄华,Journal of Xinjiang Agricultural University,journal,1,0
黄华,Microfluidics and Nanofluidics,journal,1,69
黄华,ACTA AUTOMATICA SINICA,journal,1,2
黄华,Science in China Series F Information Sciences,journal,1,34
黄华,Microcomputer Information,journal,1,0
黄华,Optics & Optoelectronic Technology,journal,1,0
黄华,Electrotechnics Electric,journal,1,0
黄华,Journal of Harbin University of Commerce,journal,1,0
黄华,Journal of Jingmen Technical College,journal,1,0
黄华,Dianzi xuebao,journal,1,15
黄华,Journal of Shandong University,journal,1,7
黄华,Applied Physics Letters,journal,1,66
黄华,Frontiers of Mechanical Engineering in China,journal,1,1
黄华,Journal of Computer Applications,journal,1,0
黄华,Liaoning tiyu ke-ji,journal,1,0
黄华,Internal Combustion Engine & Powerplant,journal,1,0
黄华,The Library Journal of Henan,journal,1,0
黄华,Mechanical & Electrical Engineering Technology,journal,1,0
黄华,Movable Power Station & Vehicle,journal,1,0
黄华,CD Technology,journal,1,0
黄华,Tractor & Farm Transporter,journal,1,0
黄华,Future and Development,journal,1,0
黄华,Shandong Foreign Language Teaching Journal,journal,1,0
黄华,Communications technology,journal,1,0
黄华,Journal of Gannan Normal University,journal,1,0
黄华,Journal of Chongqing Technology and Business University,journal,1,0
黄华,Journal of Zhangzhou Normal University,journal,1,0
黄华,Journal of Software,journal,1,1
黄华,Xiandai shengwu yixue jinzhan,journal,1,2
黄华,Journal of Ningbo Institute of Education,journal,1,0
黄华,Nonferrous Metals,journal,1,0
黄华,Energy Conservation Technology,journal,1,0
黄华,The Journal of Physical Chemistry B,journal,1,29
黄华,Journal of Changzhou Institute of Technology,journal,1,0
黄华,Journal of Computer Research and Development,journal,1,0
黄华,Journal of Huaiyin Industry College,journal,1,0
黄华,Subject Education,journal,1,0
黄华,China Water & Wastewater,journal,1,0
黄华,Journal of Sichuan University,journal,1,0
黄华,Computer and Modernization,journal,1,0
黄华,Journal of Huaiyin Teachers College,journal,1,0
黄华,Journal of Guangxi University for Nationalities,journal,1,0
黄华,Fujian Nongye Daxue xuebao,journal,1,1
黄华,Journal of Wuxi Vocational Institute of Commercial Technology,journal,1,0
黄华,Journal of Sanming College,journal,1,0
黄华,Journal of Fuzhou Teachers College,journal,1,0
黄华,Journal of Sichuan International Studies University,journal,1,0
黄华,Journal of Gannan Teacher's College,journal,1,0
黄华,Palgrave Macmillan UK eBooks,ebook platform,1,0
黄永祯,arXiv (Cornell University),repository,14,11
黄永祯,Lecture notes in computer science,book series,8,613
黄永祯,IEEE Transactions on Information Forensics and Security,journal,6,19
黄永祯,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,5,883
黄永祯,Pattern Recognition,journal,4,841
黄永祯,Figshare,repository,4,0
黄永祯,Open MIND,repository,3,0
黄永祯,IEEE Transactions on Circuits and Systems for Video Technology,journal,3,24
黄永祯,IEEE Transactions on Biometrics Behavior and Identity Science,journal,3,65
黄永祯,International Journal of Computer Vision,journal,3,21
黄永祯,Proceedings of the AAAI Conference on Artificial Intelligence,conference,3,79
黄永祯,ArXiv.org,repository,2,0
黄永祯,IEEE Transactions on Multimedia,journal,2,32
黄永祯,Neurocomputing,journal,2,211
黄永祯,IEEE Transactions on Image Processing,journal,2,643
黄永祯,Molecular Therapy — Nucleic Acids,journal,1,0
黄永祯,IEEE Transactions on Neural Systems and Rehabilitation Engineering,journal,1,0
黄永祯,IEEE/CAA Journal of Automatica Sinica,journal,1,7
黄永祯,Frontiers in Genetics,journal,1,0
黄永祯,SSRN Electronic Journal,repository,1,0
黄永祯,IEEE Journal of Biomedical and Health Informatics,journal,1,0
黄永祯,IEEE Transactions on Neural Networks and Learning Systems,journal,1,46
黄永祯,Chinese Optics Letters,journal,1,5
黄永祯,2021 IEEE 10th Data Driven Control and Learning Systems Conference (DDCLS),conference,1,7
黄永祯,Genetics and Molecular Research,journal,1,3
黄永祯,IEEE Transactions on Human-Machine Systems,journal,1,13
黄永祯,IEEE Transactions on Emerging Topics in Computing,journal,1,14
黄永祯,Pattern Recognition Letters,journal,1,13
黄源飞,arXiv (Cornell University),repository,11,64
黄源飞,ArXiv.org,repository,4,0
黄源飞,IEEE Transactions on Circuits and Systems for Video Technology,journal,3,369
黄源飞,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,2,9
黄源飞,Knowledge-Based Systems,journal,2,24
黄源飞,IEEE Transactions on Geoscience and Remote Sensing,journal,2,5
黄源飞,SSRN Electronic Journal,repository,2,4
黄源飞,IEEE Transactions on Image Processing,journal,2,107
黄源飞,International Journal of Computer Vision,journal,1,1
黄源飞,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),conference,1,93
黄源飞,Remote Sensing,journal,1,2
黄源飞,Signal Processing,journal,1,44
黄源飞,Neurocomputing,journal,1,16
黄源飞,PLoS ONE,journal,1,9
黄源飞,Lecture notes in computer science,book series,1,1
黄源飞,Jisuanji yingyong yanjiu,journal,1,0
黄石生,ACM Transactions on Graphics,journal,4,237
黄石生,IEEE Transactions on Visualization and Computer Graphics,journal,3,150
黄石生,JOURNAL OF SHENZHEN UNIVERSITY SCIENCE AND ENGINEERING,journal,3,0
黄石生,arXiv (Cornell University),repository,2,4
黄石生,Graphical Models,journal,2,29
黄石生,IEEE Access,journal,2,102
黄石生,Proceedings of the AAAI Conference on Artificial Intelligence,conference,1,16
黄石生,The Visual Computer,journal,1,12
黄石生,JOURNAL OF INFRARED AND MILLIMETER WAVES,journal,1,5
龙志颖,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal,12,18
龙志颖,PLoS ONE,journal,6,376
龙志颖,Lecture notes in computer science,book series,5,13
龙志颖,IEEE Transactions on Neural Systems and Rehabilitation Engineering,journal,4,98
龙志颖,arXiv (Cornell University),repository,3,1
龙志颖,Journal of Neuroscience Methods,journal,3,48
龙志颖,NeuroImage,journal,3,312
龙志颖,SSRN Electronic Journal,repository,2,0
龙志颖,Frontiers in Aging Neuroscience,journal,2,22
龙志颖,Cognitive Neurodynamics,journal,2,9
龙志颖,Brain Sciences,journal,2,16
龙志颖,Human Brain Mapping,journal,2,24
龙志颖,Neuropsychologia,journal,2,31
龙志颖,Magnetic Resonance Imaging,journal,2,11
龙志颖,Journal of Gerontological Nursing,journal,1,0
龙志颖,Applied Soft Computing,journal,1,1
龙志颖,Journal of Clinical Hypertension,journal,1,0
龙志颖,ArXiv.org,repository,1,2
龙志颖,Resources Conservation and Recycling,journal,1,13
龙志颖,Environmental science and engineering,book series,1,0
龙志颖,IEEE Geoscience and Remote Sensing Letters,journal,1,2
龙志颖,Lecture notes in networks and systems,book series,1,0
龙志颖,IEEE Transactions on Engineering Management,journal,1,3
龙志颖,Cognitive Computation,journal,1,1
龙志颖,Journal of Physics Conference Series,journal,1,0
龙志颖,International Journal of Signal Processing Systems,journal,1,1
龙志颖,BMC Medical Imaging,journal,1,9
龙志颖,Computational Intelligence and Neuroscience,journal,1,3
龙志颖,IEEE Transactions on Biomedical Engineering,journal,1,16
龙志颖,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",journal,1,0
龙志颖,Journal of Behavioral and Brain Science,journal,1,5
龙志颖,Journal of Alzheimer s Disease,journal,1,75
龙志颖,Advances in cognitive neurodynamics,book series,1,0
龙志颖,Neuroscience and Biomedical Engineering,journal,1,0
龙志颖,BMC Neuroscience,journal,1,23
龙志颖,Journal of Affective Disorders,journal,1,81
龙志颖,Bio-Medical Materials and Engineering,journal,1,2
龙志颖,Frontiers in Human Neuroscience,journal,1,27
龙志颖,Neuroscience,journal,1,81
龙志颖,IEEE Journal of Biomedical and Health Informatics,journal,1,12
龙志颖,Computers in Biology and Medicine,journal,1,2
龙志颖,International Journal of Neuroscience,journal,1,39
龙志颖,Brain Research,journal,1,73
龙志颖,International Conference on Information Science and Technology,conference,1,1
龙志颖,Neuroscience Letters,journal,1,15
