年份,专业,类型,总名额,推免名额,数据来源
1,2025,科学技术教育,专业学位,15,0,北师大研究生招生网,2026-04-20 11:38:38
2,2025,计算机科学与技术,学术学位,30,21,北师大研究生招生网,2026-04-20 11:38:38
3,2025,电子信息,专业学位,35,13,北师大研究生招生网,2026-04-20 11:38:38
4,2025,智能科学与技术,学术学位,19,13,北师大研究生招生网,2026-04-20 11:38:38
